,0
Exported States (PRISM),2304
Transitions,11735907
Qualitative_time_sec,1.6174573209136724
mean_L_list,"[0.0, 0.1817361696043533, 0.4064177497604418, 0.5414270308192568, 0.591617336421137, 0.6088521460368894, 0.6156930612502518, 0.6185168814542603, 0.6196685066387626, 0.6201688850931265, 0.620398836714131]"
mean_U_list,"[0.6831597222222222, 0.6396151241584291, 0.6318435141201749, 0.6271995384240502, 0.6236917705961135, 0.6216059225556542, 0.6208017277782586, 0.6204911614685534, 0.6203647682233533, 0.6203124722810683, 0.6202908030647081]"
