,0
Exported States (PRISM),1800
Transitions,5343919
Qualitative_time_sec,0.8572437558323145
mean_L_list,"[0.3516666666666667, 0.8290517226454698, 0.9288895640443158, 0.9582112494599074, 0.9709314636579873, 0.9761657438307657, 0.9781118806558551, 0.9788153439004592, 0.9790750869977168, 0.979174002786847]"
mean_U_list,"[1.0, 0.9829403915815368, 0.9803917068547329, 0.9795122257621551, 0.9792146976077806, 0.9791108369568952, 0.979074157815399, 0.9790610481491119, 0.9790563328430372, 0.9790546338929106]"
