,0
Exported States (PRISM),1024
Transitions,1078716
Qualitative_time_sec,0.5050164312124252
mean_L_list,"[0.0625, 0.19221935197264364, 0.38361815166038393, 0.48208733722577196, 0.5263393943586804, 0.5448327568760377, 0.5532070253567855, 0.5568845784291908, 0.558516182354433, 0.5592319899828403, 0.5595478761057088, 0.5596870707230455]"
mean_U_list,"[0.658203125, 0.597494708057805, 0.5797721029293831, 0.5699415351638882, 0.5641917249674053, 0.561521517794986, 0.5603721804040991, 0.5598858156746152, 0.5596806130293325, 0.5595934787798988, 0.5595562318615823, 0.5595402463902786]"
