,0
Exported States (PRISM),784
Transitions,525209
Qualitative_time_sec,0.3411662932485342
mean_L_list,"[0.0, 0.7800908146557325, 0.8922207343317473, 0.9358992844803191, 0.9562584423742366, 0.9647447475782753, 0.9683760994669867, 0.9700220859401343, 0.9708106196046631, 0.9711957143475998, 0.9713818252417571]"
mean_U_list,"[1.0, 0.9805047467211405, 0.9764973804028886, 0.9745248333449933, 0.9732169157644255, 0.9722993023866645, 0.9717504764807745, 0.9714819831814263, 0.9713605656695443, 0.9713057673109475, 0.9712808044584772]"
