,0
Qualitative_time_sec,4.338479499998357
mean_L_list,"[0.3873863119090851, 0.4126779505914048, 0.4220592002595731, 0.4259146748581057, 0.427563321406998, 0.4282837558696988, 0.4286023571847701, 0.4287450753205022, 0.42880973035358544, 0.4288392709857504, 0.4288528505437068, 0.42885914076073545, 0.42886207550561134, 0.4288634437880474, 0.42886408202655985, 0.4288643799354454]"
mean_U_list,"[0.5748262825076621, 0.5535203092065795, 0.5352816940173428, 0.5187407380077368, 0.5034093935315553, 0.4893840060685684, 0.4766701317894862, 0.4653296552518662, 0.45584793698724707, 0.44800602665008227, 0.4412638636576631, 0.4353630308058798, 0.4312782590995778, 0.4292787958591086, 0.4283980680517653, 0.42806284493622854]"
