,0
Exported States (PRISM),2430
Transitions,14950777
Qualitative_time_sec,2.0575076285749674
mean_L_list,"[0.040740740740740744, 0.24769482420376646, 0.44965365919051103, 0.5443616400514487, 0.5835301473051956, 0.6026992655163735, 0.6138761185500677, 0.6211997656292432, 0.6263875007863623, 0.630211287466028, 0.6330707369832489, 0.6352143266426807, 0.6368204931426543, 0.638023894999811, 0.63892537525243, 0.6396009653760604, 0.6401073476717623, 0.6404869536745709, 0.6407717638595787, 0.640985677912759, 0.6411465313189071, 0.6412674167879873]"
mean_U_list,"[0.7275720164609053, 0.6846246378583905, 0.6771368988323779, 0.6713883452392329, 0.6659394283097456, 0.6608129339137054, 0.6561611438843359, 0.6521495641093018, 0.648956103186, 0.6466942455269951, 0.6451380555540674, 0.6440302970769543, 0.64323109182071, 0.6426498147047744, 0.6422257513576265, 0.6419159385798421, 0.6416893401349091, 0.6415235910469971, 0.6414023659065562, 0.641313698363432, 0.6412488840228425, 0.6412015490977923]"
