,0
Exported States (PRISM),3200
Transitions,963734
Qualitative_time_sec,0.8176876436918974
mean_L_list,"[0.0, 0.3894798748537748, 0.4212413593894711, 0.421287714611371, 0.4212877532128936, 0.42128775324457485]"
mean_U_list,"[0.4325, 0.42326492755204687, 0.422532948031145, 0.42185231299695153, 0.4213407470979361, 0.42115600341936543]"
