,0
Exported States (PRISM),1225
Transitions,2200049
Qualitative_time_sec,1.1202571652829647
mean_L_list,"[0.0, 0.7514069871788658, 0.8824528297194884, 0.9304126581224571, 0.9557547282194391, 0.967789783355394, 0.9729755905132839, 0.9751672402849864, 0.976099355197062, 0.9764999941696705, 0.9766750677556173]"
mean_U_list,"[1.0, 0.983443012278583, 0.9795987094009347, 0.9778667804981079, 0.9770945921923649, 0.9767598816943003, 0.9766178088969188, 0.9765579219685201, 0.9765328281324724, 0.9765223349683175, 0.9765179486724795]"
