,0
Exported States (PRISM),2025
Transitions,8926753
Qualitative_time_sec,1.3222308326512575
mean_L_list,"[0.0, 0.16833396012693133, 0.36483430834881975, 0.47311220930738396, 0.5173910163294725, 0.5383975882517432, 0.5509734763929656, 0.5593106695996215, 0.5651466333848532, 0.5693392564106886, 0.5725047928031017, 0.5749272999892465, 0.5766889076088535, 0.5779225029333489, 0.5787758466491548, 0.5793630135684193, 0.579766013222475, 0.5800422451446884, 0.5802310765433016, 0.580359993679467, 0.5804479241251558, 0.5805078561374304, 0.5805486830304113]"
mean_U_list,"[0.7224691358024692, 0.671844464422605, 0.6596839971695279, 0.6506748512676982, 0.642315884652269, 0.6343363515771395, 0.626687042326498, 0.6194025939039052, 0.6125510042536759, 0.6061591041983753, 0.6003582437227715, 0.5953794286402729, 0.5913718562672223, 0.5882509197176714, 0.5858881972330775, 0.5841447974160706, 0.5828852400783618, 0.5819951066669657, 0.5813834791577249, 0.5809710962759633, 0.5806933835369813, 0.5805072369230057, 0.5803832445123658]"
