,0
Qualitative_time_sec,22.78934819999995
mean_L_list,"[0.4296461012546267, 0.4529876498556626, 0.4606070593745888, 0.4633131429933688, 0.4643628122406859, 0.46479655855691393, 0.46497607280911324, 0.46504983742574363, 0.465080081921986, 0.46509253630591424, 0.4650977332450675, 0.4650999257858422, 0.4651008568825229, 0.46510125454215173, 0.4651014249649288, 0.46510149816490026, 0.4651015296511887, 0.46510154320676766, 0.4651015490449418, 0.4651015515601199, 0.46510155264394054, 0.46510155311109963, 0.4651015533124706, 0.46510155339924963, 0.4651015534366378, 0.465101553452742, 0.46510155345967663, 0.46510155346266213, 0.46510155346394716, 0.46510155346450016]"
mean_U_list,"[0.6704809875071958, 0.6592200631965461, 0.6490576633731989, 0.6394680491251369, 0.6302226492526756, 0.6212303130293798, 0.6124456666464438, 0.603837273534734, 0.5953968359916406, 0.5871230893272369, 0.5790066587526553, 0.5710439570981736, 0.5632221402341748, 0.5555456081343384, 0.5480011249599379, 0.5405847485565792, 0.5332930869042637, 0.5261331340439693, 0.5191339331106574, 0.5122945199937935, 0.5056779315276685, 0.4992589147056481, 0.4930494292883258, 0.4870901066131988, 0.4813489202089923, 0.4760167839297659, 0.47123172336881525, 0.4675608279541819, 0.46554597008681015, 0.4646648073771266]"
