,0
Exported States (PRISM),784
Transitions,525209
Qualitative_time_sec,0.21631244756281376
mean_L_list,"[0.02040816326530612, 0.13315568357537616, 0.3192016189760198, 0.40597684481440827, 0.4410426546756014, 0.4583016221182303, 0.46826494680978753, 0.4742063570258395, 0.4776375325259338, 0.47947505869837376, 0.4803927921336267, 0.4808301371839648, 0.4810327723978317, 0.4811246485314639, 0.48116566402537136, 0.4811838123535108, 0.4811918305910325, 0.48119535226599375, 0.48119688970262947, 0.48119755974758915, 0.4811978514418997, 0.48119797833012795, 0.48119803349842044, 0.48119805747591665, 0.48119806789457553, 0.4811980724208999, 0.48119807438709905, 0.48119807524112784, 0.48119807561205735, 0.48119807577315604, 0.4811980758431206, 0.48119807587350544, 0.481198075886701]"
mean_U_list,"[0.7525510204081632, 0.7007553229666069, 0.6840998235654305, 0.6711175920859149, 0.6593156101718455, 0.6479018766282224, 0.6367757046631077, 0.6259104624112922, 0.615362125233725, 0.6051452213857104, 0.5952311838238277, 0.585628631712215, 0.5763359797188942, 0.5673659891260296, 0.558746397478232, 0.5505159437263026, 0.5427125322658488, 0.5353089764669513, 0.5282946388852579, 0.5216854914722797, 0.5154929648022911, 0.5097111150349942, 0.5043069200898175, 0.4992452579073352, 0.49453854095487954, 0.4902393470308063, 0.48670018420326105, 0.4841921218455088, 0.482628728942108, 0.48174856566007246, 0.4812919900594288, 0.4810681487775897, 0.48096329026210466]"
