,0
Exported States (PRISM),2304
Transitions,11735907
Qualitative_time_sec,1.6216442827135324
mean_L_list,"[0.0, 0.20082126290789917, 0.4240544955920483, 0.5482089807935745, 0.5933586215359208, 0.6095240559326658, 0.6160038150015918, 0.6186579222036487, 0.6197288163064458, 0.6201956886256705, 0.6204108894631134]"
mean_U_list,"[0.6831597222222222, 0.6392944645100096, 0.6319120795564146, 0.6272640181507556, 0.6237814768956234, 0.6216658927074898, 0.6208279576250954, 0.6205019109016549, 0.6203688010779221, 0.6203138843464019, 0.6202912813124588]"
