,0
Exported States (PRISM),1225
Transitions,2200049
Qualitative_time_sec,0.37249162979424
mean_L_list,"[0.0, 0.1270446280388099, 0.3249913977803108, 0.44304559787935216, 0.4966025535042474, 0.5219759697020481, 0.5366503470877539, 0.5462431959207149, 0.5526017253874956, 0.5569785993349392, 0.5599019796449384, 0.5617473633822935, 0.562889189493854, 0.5635947165229714, 0.5640354363791397, 0.5643126375896128, 0.564487450157004, 0.564597841847618, 0.5646675584594247, 0.5647115818172592, 0.5647393767718821, 0.564756923413141, 0.5647679993570197, 0.56477499033696, 0.5647794027374522, 0.5647821875617, 0.564783945125652, 0.5647850543465127, 0.5647857543828066, 0.5647861961771357, 0.5647864749931575]"
mean_U_list,"[0.773061224489796, 0.7240529505490965, 0.7099620795443795, 0.7006937710961095, 0.6926871279454421, 0.6850923768177392, 0.677698334379925, 0.6704321665868503, 0.6632655448507502, 0.6562006281655246, 0.649254282100788, 0.6424294013684941, 0.6357157760515599, 0.6291181683975519, 0.622620779406809, 0.6162134789918264, 0.6098940657207534, 0.6036596882239244, 0.5975208616747113, 0.5915618980165444, 0.5858422995126891, 0.5805286473472391, 0.5758134641271302, 0.5720622914425878, 0.5693581710305938, 0.5675150897018998, 0.566312705213488, 0.5655476367390606, 0.565068965183078, 0.564772294307637, 0.5645895114620915]"
