,0
Exported States (PRISM),1600
Transitions,3267982
Qualitative_time_sec,1.7413013149052858
mean_L_list,"[0.0, 0.23754393841992663, 0.38331914365154957, 0.45178765907203544, 0.4846590299118279, 0.5015726829820032, 0.5106027278492669, 0.5155278364816125, 0.5182840616872243, 0.5198344930678019, 0.5206849324197708, 0.5211438662407676, 0.5213892302298717, 0.5215200704611473, 0.5215900247595807, 0.5216272734040764]"
mean_U_list,"[0.66125, 0.6015691309931874, 0.5800928689747762, 0.5659561496276603, 0.555238430103555, 0.5465513656627932, 0.5392765919565669, 0.5330879410196181, 0.52803946327013, 0.5246934400514496, 0.5229075459711261, 0.5220749800276079, 0.5217087243415889, 0.5215463068601687, 0.5214723427136398, 0.5214371967247594]"
