,0
Exported States (PRISM),1296
Transitions,2012134
Qualitative_time_sec,2.30087548866868
mean_L_list,"[0.0, 0.6460441299502727, 0.9921718931970887, 0.9998197817036351, 0.999998337427698, 0.9999999947489051, 0.999999999992768, 0.9999999999999925, 1.0000000000000004, 1.0000000000000004, 1.0000000000000007, 1.0000000000000007, 1.0000000000000009, 1.0000000000000009, 1.0000000000000009, 1.0000000000000009, 1.0000000000000009, 1.0000000000000009]"
mean_U_list,"[1.0, 0.9998777612608359, 0.9997850701394017, 0.9997580761761011, 0.9997560338742055, 0.9997555537312418, 0.9997552141741808, 0.9997549366969936, 0.9997547336854888, 0.9997545949730391, 0.9997544882939671, 0.9997544095722355, 0.9997543529474633, 0.9997543153567391, 0.9997542923665999, 0.9997542790588512, 0.9997542715777374, 0.9997542674121396]"
