address,Exported States (PRISM),Transitions,Val_Iter_Convergence_iteration,Val_Iter_Execution_time_sec,Stratgy_Imprv_Convergence_iteration,Stratgy_Imprv_Execution_time_sec,Qualitative_time_sec,ratio_SI_VI
784-0.5-Ab_UAV_10-16-2025_20-48-14,784,525209,4,7.438806,1,15.206861279904842,0.4802538212388754,2.044260913967016
1024-1-Ab_UAV_11-14-2025_07-27-06,1024,1078716,3,11.994039,1,23.94986311160028,0.8612799886614084,1.9968139175103616
1225-2-Ab_UAV_11-14-2025_07-25-03,1225,2200049,3,24.582714,2,101.2778639048338,1.4991148188710213,4.119881374221595
1600-3-Ab_UAV_10-16-2025_13-57-21,1600,3267982,3,37.159782,1,101.99733767658472,2.453806797042489,2.744831423090344
1800-5-Ab_UAV_10-16-2025_15-11-36,1800,5343919,3,61.188846,1,166.4121529776603,3.4557246454060078,2.719648501435219
